TIME_VALUE,Z_LOCATION,DATA_VALUE,QF1,QF3,INTERP,ad_mm
2021-08-28 20:00:00,-11.0,33.765,2,2,True,1.0799533044375706
2021-08-28 21:00:00,-35.0,34.225833333333334,2,2,True,0.03586016679348808
2021-08-28 21:00:00,-11.0,33.79,2,2,True,0.7593827079396829
2021-08-28 22:00:00,-35.0,34.23,2,2,True,0.0
2021-08-28 22:00:00,-11.0,33.79,2,2,True,0.7356693084387864
2021-08-28 23:00:00,-35.0,34.23,2,2,True,0.0
2021-08-28 23:00:00,-11.0,33.79,2,2,True,0.7190654642208518
2021-08-29 00:00:00,-35.0,34.23,2,2,True,0.0
2021-08-29 00:00:00,-11.0,33.784166666666664,2,2,True,0.7652608676884278
2021-08-29 01:00:00,-35.0,34.23583333333333,2,2,True,0.05066996116567502
2021-08-29 01:00:00,-11.0,33.78,2,2,True,0.7950956288636504
2021-08-29 02:00:00,-35.0,34.24,2,2,True,0.08697465567485954
2021-08-29 02:00:00,-11.0,33.78,2,2,True,0.7758841131474892
2021-08-29 03:00:00,-35.0,34.24583333333334,2,2,True,0.1376204978763156
2021-08-29 03:00:00,-11.0,33.785833333333336,2,2,True,0.677171797554119
2021-08-29 04:00:00,-35.0,34.244166666666665,2,2,True,0.12300340576100857
2021-08-29 04:00:00,-11.0,33.80166666666667,2,2,True,0.5179503118297019
2021-08-29 05:00:00,-35.0,34.24,2,2,True,0.0867444812533019
2021-08-29 05:00:00,-11.0,33.833333333333336,2,2,True,0.19775869407632407
2021-08-29 06:00:00,-35.0,34.24583333333334,2,2,True,0.13730289131159848
2021-08-29 06:00:00,-11.0,33.85583333333334,2,2,True,0.01575314647813675
2021-08-29 07:00:00,-35.0,34.244166666666665,2,2,True,0.12289327769804426
2021-08-29 07:00:00,-11.0,33.848333333333336,2,2,True,0.038988842065843306
2021-08-29 08:00:00,-35.0,34.24,2,2,True,0.08682535799195237
2021-08-29 08:00:00,-11.0,33.84,2,2,True,0.10746783592836552
2021-08-29 09:00:00,-35.0,34.22833333333333,2,2,True,0.014507614143037082
2021-08-29 09:00:00,-11.0,33.83416666666667,2,2,True,0.1584433463598809
2021-08-29 10:00:00,-35.0,34.225833333333334,2,2,True,0.03640808669328742
2021-08-29 10:00:00,-11.0,33.83,2,2,True,0.177975924389392
2021-08-29 11:00:00,-35.0,34.23583333333333,2,2,True,0.05118601318062025
2021-08-29 11:00:00,-11.0,33.83,2,2,True,0.16052922468153855
2021-08-29 12:00:00,-35.0,34.23416666666667,2,2,True,0.03669580729187427
2021-08-29 12:00:00,-11.0,33.83583333333333,2,2,True,0.08638078508377349
2021-08-29 13:00:00,-35.0,34.23,2,2,True,0.0
2021-08-29 13:00:00,-11.0,33.85166666666667,2,2,True,0.0640096853867496
2021-08-29 14:00:00,-35.0,34.23,2,2,True,0.0
2021-08-29 14:00:00,-11.0,33.86,2,2,True,0.13374778357870026
2021-08-29 15:00:00,-35.0,34.23,2,2,True,0.0
2021-08-29 15:00:00,-11.0,33.865833333333335,2,2,True,0.19578375742806797
2021-08-29 16:00:00,-35.0,34.23,2,2,True,0.037054001605220564
2021-08-29 16:00:00,-11.0,33.86416666666666,2,2,True,0.18755119522095165
2021-08-29 17:00:00,-35.0,34.23,2,2,True,0.03705519180841355
2021-08-29 17:00:00,-11.0,33.86,2,2,True,0.16559429673476095
2021-08-29 18:00:00,-35.0,34.23,2,2,True,0.05190548249090627
2021-08-29 18:00:00,-11.0,33.854166666666664,2,2,True,0.15081265140456981
2021-08-29 19:00:00,-35.0,34.23,2,2,True,0.05195606119252861
2021-08-29 19:00:00,-11.0,33.844166666666666,2,2,True,0.06811555160716354
2021-08-29 20:00:00,-35.0,34.23,2,2,True,0.05203562398659947
2021-08-29 20:00:00,-11.0,33.83416666666667,2,2,True,0.013501321588103646
2021-08-29 21:00:00,-35.0,34.23,2,2,True,0.08938260985369662
2021-08-29 21:00:00,-11.0,33.82416666666666,2,2,True,0.08015285954157769
2021-08-29 22:00:00,-35.0,34.23,2,2,True,0.08981971762808034
2021-08-29 22:00:00,-11.0,33.825833333333335,2,2,True,0.06602831191089031
2021-08-29 23:00:00,-35.0,34.23,2,2,True,0.09051161367161414
2021-08-29 23:00:00,-11.0,33.83,2,2,True,0.026107238624581915
2021-08-30 00:00:00,-35.0,34.23,2,2,True,0.0912316578480314
2021-08-30 00:00:00,-11.0,33.83583333333333,2,2,True,0.04515755924669589
2021-08-30 01:00:00,-35.0,34.23,2,2,True,0.09184587436296304
2021-08-30 01:00:00,-11.0,33.84583333333334,2,2,True,0.1210040021961022
2021-08-30 02:00:00,-35.0,34.23583333333333,2,2,True,0.0384116709314245
2021-08-30 02:00:00,-11.0,33.85583333333334,2,2,True,0.1948948574970367
2021-08-30 03:00:00,-35.0,34.24,2,2,True,0.0
2021-08-30 03:00:00,-11.0,33.865833333333335,2,2,True,0.2803836268465428
2021-08-30 04:00:00,-35.0,34.24,2,2,True,0.0
2021-08-30 04:00:00,-11.0,33.87583333333333,2,2,True,0.37118506552302055
2021-08-30 05:00:00,-35.0,34.24,2,2,True,0.0
2021-08-30 05:00:00,-11.0,33.87416666666667,2,2,True,0.3562993616085698
2021-08-30 06:00:00,-35.0,34.24,2,2,True,0.0
2021-08-30 06:00:00,-11.0,33.87583333333333,2,2,True,0.37848110615763975
2021-08-30 07:00:00,-35.0,34.24,2,2,True,0.0
2021-08-30 07:00:00,-11.0,33.88583333333334,2,2,True,0.46132295237259996
2021-08-30 08:00:00,-35.0,34.24,2,2,True,0.03888088196471083
2021-08-30 08:00:00,-11.0,33.895833333333336,2,2,True,0.5311070819191587
2021-08-30 09:00:00,-35.0,34.24,2,2,True,0.03900536982811678
2021-08-30 09:00:00,-11.0,33.9,2,2,True,0.5629148777416237
2021-08-30 10:00:00,-35.0,34.24,2,2,True,0.05481285959906674
2021-08-30 10:00:00,-11.0,33.9,2,2,True,0.6407816155059597
2021-08-30 11:00:00,-35.0,34.24583333333334,2,2,True,0.0
2021-08-30 11:00:00,-11.0,33.905833333333334,2,2,True,0.6988291017349559
2021-08-30 12:00:00,-35.0,34.255833333333335,2,2,True,0.09482175050536959
2021-08-30 12:00:00,-11.0,33.91,2,2,True,0.7551031244829325
2021-08-30 13:00:00,-35.0,34.26583333333333,2,2,True,0.09517225023349822
2021-08-30 13:00:00,-11.0,33.90416666666666,2,2,True,0.7066746281871255
2021-08-30 14:00:00,-35.0,34.27,2,2,True,0.11940452961331519
2021-08-30 14:00:00,-11.0,33.91166666666667,2,2,True,0.7727449839398517
2021-08-30 15:00:00,-35.0,34.27,2,2,True,0.09581188977852573
2021-08-30 15:00:00,-11.0,33.91416666666667,2,2,True,0.7867899114810539
