time_stamp;LENGTH;N_MISSING_BEFORE;N_MISSING_AFTER
2022-01-23 13:00:00;1;2;2
2022-04-13 17:00:00;1;0;0
2023-01-22 05:00:00;26;0;0
2023-06-03 16:00:00;2;0;0
