time_stamp;LENGTH;MISSING_BEFORE;MISSING_AFTER
2021-06-22 01:09:00;1;0;0
2022-05-24 08:00:00;1;0;0
2022-05-24 22:00:00;1;0;0
2022-05-25 06:00:00;1;0;0
2022-05-26 10:00:00;1;0;0
2022-12-01 09:00:00;7;1;1
2024-05-28 03:00:00;1;0;0
2024-06-22 10:00:00;1;0;0
