time_stamp;LENGTH;N_MISSING_BEFORE;N_MISSING_AFTER
2020-03-10 06:09:00;2;0;0
2023-04-27 16:00:00;1;0;0
2023-09-27 06:00:00;1;0;0
2024-05-09 03:00:00;1;0;0
2024-05-15 03:00:00;1;0;0
