time_stamp;LENGTH;N_MISSING_BEFORE;N_MISSING_AFTER
2020-07-09 09:29:00;4;0;2
2020-08-31 09:29:00;3;0;2
2020-08-31 13:29:00;1;2;0
2020-12-12 01:29:00;35;0;13201
2023-02-22 10:00:00;2;0;3238
2023-09-21 10:00:00;4;0;0
