depth level;MIN_TIME_DELTA;DURATION;START
1.0;6;263 days 21:00:00;2020-03-24 14:29:00
3.0;6;263 days 21:00:00;2020-03-24 14:29:00
6.0;6;263 days 21:00:00;2020-03-24 14:29:00
15.0;6;263 days 21:00:00;2020-03-24 14:29:00
20.0;6;263 days 21:00:00;2020-03-24 14:29:00
24.0;6;263 days 21:00:00;2020-03-24 14:29:00
